Order ID,Amount,Profit,Quantity,Category,Sub-Category
B-31073,191.93,-41.5,8,Furniture,Chairs
B-27486,2771.93,538.49,6,Furniture,Tables
B-34249,2561.66,385.8,4,Clothing,Saree
B-32659,4453.86,1006.21,3,Furniture,Furnishings
B-30356,3055.03,-131.74,2,Furniture,Bookcases
B-34098,1962.31,559.54,1,Electronics,Printers
B-32159,2304.68,706.51,7,Clothing,T-Shirt
B-33915,4817.71,-842.26,4,Furniture,Chairs
B-30217,1863.36,417.82,2,Electronics,Phones
B-29555,1031.47,-243.52,5,Electronics,Electronic Games
B-27783,1601.41,-184.66,9,Clothing,Stole
B-29886,167.97,9.66,2,Electronics,Phones
B-33846,2871.62,-565.23,8,Electronics,Printers
B-31249,3409.8,-506.51,1,Electronics,Accessories
B-27300,1093.97,-18.16,2,Electronics,Electronic Games
B-35425,770.84,204.61,5,Electronics,Phones
B-29042,3199.53,1222.76,8,Clothing,T-Shirt
B-31647,2140.86,11.48,5,Electronics,Printers
B-28081,374.73,37.62,9,Electronics,Printers
B-26390,1099.98,-255.39,5,Furniture,Tables
B-31404,615.15,214.67,1,Clothing,Skirt
B-31427,2612.8,247.82,5,Furniture,Bookcases
B-32278,987.17,233.76,7,Electronics,Accessories
B-33448,4469.2,-418.32,9,Furniture,Furnishings
B-29878,83.13,-7.07,10,Furniture,Chairs
B-32202,3211.44,-805.72,8,Electronics,Electronic Games
B-31605,2120.9,-568.37,2,Electronics,Phones
B-28639,4826.32,1142.83,3,Electronics,Accessories
B-30378,3186.01,510.82,3,Electronics,Electronic Games
B-29545,1642.64,169.82,8,Electronics,Accessories
B-30702,2534.01,841.25,3,Electronics,Phones
B-31354,4898.91,996.38,2,Electronics,Phones
B-33506,1465.61,208.11,5,Electronics,Phones
B-27517,4015.43,481.3,7,Furniture,Tables
B-33970,1679.12,657.13,2,Furniture,Bookcases
B-31368,2671.27,-663.57,5,Furniture,Bookcases
B-26943,2335.69,-354.34,6,Electronics,Printers
B-30951,2023.67,136.44,8,Electronics,Phones
B-34606,1307.44,298.17,1,Electronics,Printers
B-31550,745.48,17.29,7,Electronics,Accessories
B-27636,4533.51,-1040.66,7,Electronics,Printers
B-32382,1990.44,162.93,4,Electronics,Phones
B-27379,3896.91,-123.53,5,Electronics,Printers
B-29298,1106.71,-186.68,9,Clothing,Skirt
B-27842,271.44,-5.63,6,Clothing,Shirt
B-31253,1724.64,-233.12,10,Furniture,Furnishings
B-27605,630.66,-52.98,10,Electronics,Phones
B-33938,187.36,-34.76,1,Clothing,Saree
B-30868,4035.05,449.81,1,Furniture,Furnishings
B-27019,931.43,-214.6,10,Clothing,Leggings
B-33444,4882.04,-1269.32,8,Electronics,Phones
B-28688,1136.42,318.71,5,Clothing,T-Shirt
B-31273,1379.89,-60.68,1,Electronics,Electronic Games
B-34755,4147.67,-563.79,6,Furniture,Chairs
B-30779,1551.95,141.59,5,Clothing,Shirt
B-25912,3827.15,1377.12,10,Electronics,Printers
B-30375,1851.47,654.72,2,Furniture,Chairs
B-30374,2972.59,114.11,5,Clothing,Hankerchief
B-33954,4342.0,-824.45,4,Electronics,Printers
B-26623,2768.89,480.25,9,Clothing,Kurti
B-32266,3726.74,-594.54,8,Clothing,Saree
B-26243,4958.89,-564.79,5,Furniture,Bookcases
B-26054,39.47,-3.29,9,Clothing,Kurti
B-27522,486.56,12.69,2,Electronics,Phones
B-28353,4622.49,1493.13,4,Furniture,Bookcases
B-28748,1398.73,-166.92,1,Clothing,Kurti
B-32087,2279.17,481.3,8,Electronics,Accessories
B-28847,990.39,-172.97,6,Clothing,Trousers
B-32160,4239.13,504.29,9,Clothing,Hankerchief
B-31780,4196.07,-401.44,4,Furniture,Bookcases
B-33651,4379.51,1451.29,2,Clothing,Trousers
B-29816,119.99,-22.05,1,Electronics,Printers
B-33257,1949.57,257.03,7,Electronics,Phones
B-26613,4458.32,989.53,5,Furniture,Bookcases
B-27641,4706.25,-1410.95,9,Electronics,Printers
B-34365,2541.46,3.87,8,Furniture,Chairs
B-34020,832.72,-60.36,8,Electronics,Accessories
B-31363,2476.39,903.09,8,Electronics,Printers
B-35555,2993.31,-191.01,5,Electronics,Electronic Games
B-31280,4670.99,323.8,9,Electronics,Printers
B-26061,4257.39,-1041.27,4,Furniture,Tables
B-32695,253.17,11.22,5,Clothing,Trousers
B-32708,2482.47,307.81,10,Electronics,Electronic Games
B-34270,1942.43,570.33,5,Clothing,Trousers
B-32753,2609.53,-635.91,2,Clothing,T-Shirt
B-25724,4409.4,623.0,3,Furniture,Bookcases
B-29533,3589.51,1082.01,10,Furniture,Tables
B-31254,1451.14,340.16,3,Clothing,Saree
B-34154,3553.83,270.07,8,Electronics,Printers
B-25807,2374.22,234.43,10,Furniture,Tables
B-35244,1071.73,421.53,6,Electronics,Electronic Games
B-34498,1534.58,96.97,6,Clothing,Shirt
B-29164,2127.55,-41.17,4,Furniture,Bookcases
B-34491,2204.54,269.85,6,Electronics,Phones
B-33651,2345.74,72.23,6,Electronics,Accessories
B-26157,3043.23,-877.88,7,Furniture,Tables
B-30102,4451.78,856.03,6,Electronics,Printers
B-31045,1796.33,-385.29,9,Clothing,Trousers
B-34687,4766.72,403.77,7,Electronics,Electronic Games
B-35036,4700.59,-1231.47,2,Furniture,Chairs
B-26075,1229.53,109.12,6,Clothing,Skirt
B-32888,3439.71,1294.72,2,Clothing,Skirt
B-30316,1444.47,-429.11,6,Electronics,Accessories
B-31033,3303.13,-345.46,4,Electronics,Electronic Games
B-32977,2630.79,-252.16,10,Clothing,Hankerchief
B-29690,3230.5,-593.2,8,Furniture,Bookcases
B-33346,3118.38,-801.34,6,Clothing,Trousers
B-33033,358.57,12.51,2,Furniture,Bookcases
B-27438,4324.31,-1188.71,10,Electronics,Accessories
B-25755,3095.83,-425.9,9,Electronics,Printers
B-33325,71.22,7.97,5,Furniture,Tables
B-27062,2100.54,-554.31,9,Furniture,Furnishings
B-26617,327.45,71.25,2,Electronics,Printers
B-33833,4512.19,-1102.35,6,Electronics,Accessories
B-30570,2204.26,362.17,7,Furniture,Chairs
B-26459,3358.49,540.25,7,Clothing,Trousers
B-33507,116.79,-33.39,2,Clothing,Shirt
B-34741,4465.0,201.15,7,Clothing,T-Shirt
B-33141,874.45,7.71,8,Furniture,Furnishings
B-33269,3045.65,-109.14,1,Electronics,Electronic Games
B-33173,4724.89,1109.42,1,Electronics,Electronic Games
B-31730,2562.17,-647.4,10,Clothing,Hankerchief
B-27229,4660.55,-1353.73,2,Clothing,T-Shirt
B-35466,1995.62,362.88,1,Clothing,Saree
B-28644,4625.81,1123.18,4,Electronics,Accessories
B-25626,3741.58,136.86,1,Furniture,Bookcases
B-26174,4012.64,-39.41,1,Electronics,Accessories
B-25962,4839.92,267.59,1,Furniture,Bookcases
B-31234,1270.43,-370.39,10,Clothing,Hankerchief
B-28667,705.34,-49.58,10,Furniture,Chairs
B-25643,548.46,-53.29,8,Clothing,Leggings
B-30298,3821.35,-35.5,7,Electronics,Phones
B-26374,3417.28,-793.06,10,Electronics,Phones
B-31178,4543.25,-1297.3,8,Clothing,Leggings
B-27090,4141.94,-598.21,4,Clothing,T-Shirt
B-33678,2378.19,620.88,8,Clothing,Stole
B-26678,126.26,22.45,1,Clothing,T-Shirt
B-30696,2128.34,8.73,5,Furniture,Bookcases
B-31540,1568.9,355.79,3,Furniture,Furnishings
B-27108,2369.93,-518.27,6,Furniture,Tables
B-32288,4927.8,-402.81,5,Furniture,Furnishings
B-35449,3506.09,-300.36,3,Clothing,Skirt
B-27085,3327.48,-842.34,10,Electronics,Electronic Games
B-29183,757.75,-17.53,9,Furniture,Chairs
B-32996,3496.54,400.25,7,Furniture,Furnishings
B-27462,2344.93,217.39,2,Furniture,Tables
B-32399,2612.88,475.74,2,Furniture,Furnishings
B-27812,3218.43,61.99,9,Electronics,Printers
B-33016,717.22,266.1,2,Electronics,Electronic Games
B-27589,228.53,66.79,4,Furniture,Bookcases
B-35418,3907.5,-923.89,9,Electronics,Phones
B-26515,2733.15,-695.6,3,Furniture,Tables
B-29704,807.08,87.3,1,Clothing,Leggings
B-28178,4311.56,-1254.99,7,Clothing,Shirt
B-29077,298.07,108.66,10,Electronics,Electronic Games
B-30711,2441.54,-658.19,8,Electronics,Printers
B-31987,2876.79,592.96,5,Furniture,Bookcases
B-32694,2221.67,568.52,3,Clothing,Skirt
B-34490,2359.35,732.92,10,Electronics,Accessories
B-29393,4182.53,-737.67,1,Electronics,Accessories
B-34623,1169.75,71.26,4,Electronics,Printers
B-34206,3819.49,53.61,4,Clothing,T-Shirt
B-28529,3336.35,-953.25,1,Furniture,Furnishings
B-27812,3737.48,-551.28,4,Furniture,Chairs
B-29484,3303.39,-765.69,2,Clothing,Leggings
B-28437,4727.51,-732.89,2,Clothing,Hankerchief
B-35046,1434.66,-34.72,4,Furniture,Tables
B-33003,3119.32,-617.43,9,Electronics,Electronic Games
B-35257,729.58,152.87,6,Clothing,Shirt
B-28938,1132.22,-281.34,4,Clothing,T-Shirt
B-30554,1081.81,80.07,2,Clothing,Skirt
B-35161,264.96,-10.35,3,Clothing,Shirt
B-31128,2846.87,426.73,4,Furniture,Furnishings
B-33293,451.11,138.7,10,Electronics,Printers
B-30406,4190.13,1350.0,2,Electronics,Accessories
B-30046,2826.84,712.98,4,Electronics,Accessories
B-26150,779.31,-128.28,3,Furniture,Tables
B-29700,589.05,100.71,9,Electronics,Electronic Games
B-31957,1722.15,95.68,1,Clothing,Kurti
B-26381,4809.04,-1054.17,4,Electronics,Accessories
B-32267,2943.3,238.05,7,Clothing,Stole
B-27841,1892.23,-418.9,6,Electronics,Accessories
B-26255,1989.2,-202.02,6,Electronics,Electronic Games
B-26128,2425.45,890.46,8,Electronics,Accessories
B-31945,2383.67,603.27,6,Furniture,Bookcases
B-30016,4013.56,-863.11,10,Electronics,Printers
B-31445,2014.39,-87.31,4,Clothing,T-Shirt
B-27875,1954.57,-526.9,10,Clothing,Hankerchief
B-34181,1363.27,-370.37,8,Electronics,Phones
B-32760,335.14,-56.52,4,Furniture,Chairs
B-30776,543.79,179.5,7,Furniture,Tables
B-25729,3854.43,-408.07,1,Furniture,Furnishings
B-33644,47.69,-6.2,1,Furniture,Chairs
B-28919,1689.03,132.7,9,Furniture,Tables
B-33429,2194.24,872.77,3,Clothing,Stole
B-26378,445.88,-2.33,4,Furniture,Bookcases
B-25699,262.33,-40.33,5,Clothing,Skirt
B-32340,1577.6,-124.83,10,Clothing,Trousers
B-32160,3894.34,231.19,2,Electronics,Accessories
B-33980,105.68,27.31,2,Furniture,Bookcases
B-32742,4977.73,-890.78,5,Furniture,Furnishings
B-29044,1027.96,398.45,5,Clothing,Trousers
B-31963,455.97,-78.25,10,Clothing,Stole
B-35336,4538.59,1148.03,4,Furniture,Tables
B-34718,2079.22,-526.88,2,Furniture,Chairs
B-29614,2197.48,864.14,4,Clothing,Leggings
B-29041,4885.46,-1232.32,7,Furniture,Chairs
B-25990,3523.2,-375.75,10,Furniture,Bookcases
B-30444,1269.5,355.21,9,Furniture,Bookcases
B-29425,4239.92,-1256.71,10,Electronics,Printers
B-30537,1697.96,394.23,4,Clothing,Shirt
B-26130,2647.88,836.02,8,Clothing,T-Shirt
B-27023,4676.33,1137.01,5,Electronics,Accessories
B-27468,412.58,7.96,5,Furniture,Bookcases
B-35446,803.88,-164.77,2,Furniture,Chairs
B-33544,4924.83,-1279.02,3,Electronics,Accessories
B-28301,4049.66,58.97,5,Furniture,Tables
B-27292,3331.66,-939.34,1,Electronics,Phones
B-27458,3817.76,834.96,7,Clothing,Saree
B-34935,3994.46,-1040.62,1,Furniture,Tables
B-29259,3246.41,772.91,8,Furniture,Furnishings
B-29269,1834.54,441.76,4,Furniture,Bookcases
B-30497,791.45,120.42,5,Clothing,Saree
B-31182,1830.63,19.65,3,Electronics,Phones
B-26959,4855.89,408.68,10,Electronics,Phones
B-26823,4821.76,-1353.86,9,Electronics,Phones
B-28194,4488.34,-660.84,5,Electronics,Electronic Games
B-28746,2691.76,976.3,8,Clothing,Shirt
B-32565,4775.7,1063.15,8,Furniture,Tables
B-32735,1250.86,19.56,9,Clothing,Stole
B-32133,4762.69,-1111.48,4,Furniture,Tables
B-31448,2214.66,774.8,7,Furniture,Bookcases
B-27962,1792.12,-32.64,7,Clothing,Skirt
B-29990,2185.38,112.16,1,Clothing,Hankerchief
B-32833,3124.26,-581.24,1,Furniture,Chairs
B-32395,4327.63,861.79,3,Electronics,Phones
B-28313,3992.53,479.2,8,Electronics,Printers
B-25982,775.83,-137.64,3,Clothing,Shirt
B-26655,2673.37,-470.52,3,Clothing,Hankerchief
B-32684,3318.74,-640.79,6,Clothing,Stole
B-33555,1870.96,-197.89,1,Furniture,Chairs
B-28731,388.06,80.04,1,Clothing,Trousers
B-33842,1040.87,-199.58,1,Clothing,Trousers
B-33581,1698.52,662.34,4,Clothing,Saree
B-35116,413.12,150.52,7,Furniture,Chairs
B-32778,3085.95,-311.27,9,Electronics,Phones
B-31467,2030.03,-266.7,1,Electronics,Accessories
B-28540,1466.34,-50.01,10,Electronics,Phones
B-28784,4815.24,-356.0,4,Clothing,Stole
B-31110,881.52,37.75,8,Electronics,Accessories
B-31728,2599.67,162.99,6,Furniture,Tables
B-28697,467.85,0.92,9,Clothing,Saree
B-32445,3212.92,389.26,4,Furniture,Bookcases
B-26412,3742.08,-585.32,9,Furniture,Tables
B-26360,4927.13,1597.16,4,Furniture,Tables
B-26897,419.86,-50.42,10,Clothing,Skirt
B-29422,1370.21,150.83,9,Clothing,Skirt
B-35119,4014.38,-1089.43,5,Electronics,Accessories
B-33777,188.43,-38.4,7,Clothing,Kurti
B-30008,2774.36,712.99,7,Furniture,Chairs
B-25710,487.71,-21.88,9,Electronics,Accessories
B-32276,4426.45,-117.61,3,Furniture,Furnishings
B-35514,981.17,297.86,2,Furniture,Tables
B-26598,989.23,-102.15,2,Electronics,Phones
B-33944,3911.53,1541.51,5,Electronics,Phones
B-33979,4241.82,93.16,10,Electronics,Accessories
B-28838,3553.51,63.51,6,Electronics,Electronic Games
B-33561,4035.43,-213.8,9,Electronics,Accessories
B-32730,2457.44,-182.88,9,Electronics,Electronic Games
B-33676,672.24,-126.35,3,Electronics,Accessories
B-31242,3496.36,1224.75,7,Clothing,Leggings
B-31738,2060.59,458.09,5,Clothing,Skirt
B-28488,2638.73,-723.25,5,Electronics,Phones
B-30240,1923.88,213.85,1,Furniture,Furnishings
B-30960,4602.41,-824.89,1,Furniture,Bookcases
B-34401,4479.99,1141.92,2,Furniture,Chairs
B-28278,4921.88,1222.49,8,Clothing,Kurti
B-30631,3113.7,310.72,4,Clothing,Saree
B-34831,1516.04,67.11,5,Furniture,Bookcases
B-28397,2642.64,-227.56,2,Furniture,Bookcases
B-32758,4545.22,14.18,7,Electronics,Accessories
B-31631,389.05,130.88,8,Furniture,Chairs
B-30123,2441.83,832.48,7,Furniture,Chairs
B-35293,1968.02,492.25,8,Clothing,Leggings
B-33793,4660.96,1368.31,3,Clothing,T-Shirt
B-27910,931.0,115.14,7,Furniture,Chairs
B-30075,1240.5,266.84,6,Clothing,Hankerchief
B-32494,3293.96,369.17,10,Furniture,Bookcases
B-28247,964.28,-79.89,1,Electronics,Electronic Games
B-30294,3043.49,1035.27,1,Furniture,Chairs
B-29785,567.07,11.55,4,Clothing,Stole
B-28162,2126.61,823.26,6,Furniture,Tables
B-27994,4524.38,623.15,5,Electronics,Accessories
B-34332,965.54,148.91,3,Furniture,Tables
B-30814,2278.29,-291.37,4,Clothing,Shirt
B-32746,4070.89,-1151.69,1,Clothing,T-Shirt
B-29113,4925.97,1956.18,4,Furniture,Tables
B-28074,4121.97,1371.8,5,Clothing,Shirt
B-30333,539.54,0.34,6,Electronics,Electronic Games
B-26360,861.78,172.19,1,Clothing,Skirt
B-35401,2402.6,-59.32,3,Electronics,Electronic Games
B-29583,4908.53,-1382.57,10,Electronics,Printers
B-31139,3740.41,634.99,1,Clothing,T-Shirt
B-31989,1871.92,138.26,7,Clothing,T-Shirt
B-28547,1526.83,415.17,4,Electronics,Accessories
B-26454,4353.3,73.2,10,Clothing,Leggings
B-33190,584.53,207.72,1,Electronics,Electronic Games
B-28443,460.31,127.05,2,Electronics,Printers
B-35167,968.12,293.4,3,Electronics,Phones
B-33158,1908.86,-437.19,7,Electronics,Printers
B-26817,290.96,-13.16,8,Electronics,Printers
B-26919,1587.8,486.04,1,Clothing,T-Shirt
B-31019,4633.36,-480.77,4,Furniture,Chairs
B-31448,1524.23,-314.19,10,Electronics,Phones
B-29476,2235.12,21.34,1,Electronics,Accessories
B-27875,2450.09,-350.68,3,Clothing,Trousers
B-32921,4146.97,947.4,4,Furniture,Chairs
B-32192,3950.66,-72.82,3,Electronics,Electronic Games
B-31116,786.71,-177.3,5,Clothing,Skirt
B-29341,4153.33,-86.38,6,Electronics,Phones
B-34729,3350.02,1246.33,2,Furniture,Furnishings
B-33912,4291.15,127.37,7,Furniture,Furnishings
B-32308,4576.59,1346.35,7,Furniture,Furnishings
B-26655,603.1,219.13,9,Clothing,Saree
B-28043,4886.74,1230.21,7,Electronics,Accessories
B-27091,3500.15,-440.18,4,Furniture,Bookcases
B-33176,2854.21,15.21,3,Furniture,Bookcases
B-27874,674.65,79.35,4,Clothing,Saree
B-28252,451.15,-119.59,10,Electronics,Accessories
B-33061,1577.89,30.01,6,Clothing,Skirt
B-29812,2760.49,-744.51,10,Electronics,Accessories
B-35380,2229.56,203.42,5,Furniture,Tables
B-34521,4218.94,-238.63,5,Electronics,Printers
B-27712,4011.27,-1077.19,5,Clothing,Stole
B-35151,4995.6,1114.73,3,Clothing,T-Shirt
B-35413,4735.13,-795.2,6,Furniture,Bookcases
B-31658,3504.79,-723.18,10,Furniture,Tables
B-28760,2817.52,-231.49,9,Electronics,Accessories
B-35530,2177.14,-480.46,4,Clothing,Shirt
B-29687,2696.08,236.56,4,Furniture,Bookcases
B-28018,2780.75,-780.16,3,Electronics,Phones
B-30516,2476.17,-685.86,1,Electronics,Accessories
B-29479,1115.86,-0.7,2,Clothing,Leggings
B-31099,4176.62,897.05,3,Clothing,T-Shirt
B-29600,2427.26,364.2,5,Electronics,Phones
B-32757,1009.98,-190.4,3,Clothing,Hankerchief
B-34205,3149.47,-673.46,1,Furniture,Tables
B-32489,25.44,1.48,5,Clothing,Shirt
B-27098,2981.34,974.24,5,Electronics,Phones
B-26373,3659.55,1104.33,8,Furniture,Chairs
B-34251,2582.67,-435.08,1,Clothing,Kurti
B-34687,4638.46,1081.39,3,Furniture,Bookcases
B-32795,2609.34,747.23,1,Electronics,Printers
B-32934,4630.6,-904.66,5,Furniture,Bookcases
B-34918,2141.83,-384.28,10,Furniture,Chairs
B-32134,3128.93,1205.16,10,Electronics,Phones
B-32102,3322.23,-240.91,3,Electronics,Printers
B-31197,4815.28,35.87,2,Furniture,Chairs
B-27013,303.5,61.78,9,Electronics,Accessories
B-31572,862.01,304.48,8,Furniture,Tables
B-35434,1862.79,704.71,4,Electronics,Accessories
B-28418,913.06,35.6,4,Electronics,Accessories
B-27545,3129.13,228.78,5,Clothing,Shirt
B-31868,2694.08,599.64,5,Clothing,Trousers
B-26803,1304.57,170.77,3,Clothing,Leggings
B-31945,987.55,334.69,1,Furniture,Tables
B-30505,1876.84,319.36,3,Furniture,Tables
B-33531,2263.71,-296.41,8,Furniture,Tables
B-30451,584.48,-141.12,9,Electronics,Accessories
B-34203,4015.99,986.97,7,Electronics,Printers
B-27145,4649.45,949.5,9,Electronics,Phones
B-25728,3295.71,77.4,1,Electronics,Electronic Games
B-33899,4870.12,-188.49,6,Electronics,Electronic Games
B-29668,338.87,74.07,6,Clothing,Shirt
B-34862,4873.34,-983.82,2,Clothing,Leggings
B-32097,1151.36,189.62,9,Furniture,Bookcases
B-29198,2695.66,589.19,8,Furniture,Chairs
B-35076,3105.92,937.53,3,Clothing,Hankerchief
B-30859,86.76,-10.27,4,Furniture,Bookcases
B-31533,2355.54,-497.62,3,Electronics,Electronic Games
B-31684,3152.26,487.24,5,Clothing,Hankerchief
B-28962,1815.96,621.22,8,Furniture,Bookcases
B-29232,641.21,165.93,4,Furniture,Chairs
B-28930,185.33,-27.23,6,Clothing,Leggings
B-33237,3700.65,1206.42,4,Clothing,Hankerchief
B-34937,529.18,77.04,7,Furniture,Bookcases
B-31857,2268.4,331.73,8,Clothing,Trousers
B-27022,1398.48,331.71,8,Furniture,Tables
B-33457,2608.32,-452.67,10,Electronics,Phones
B-30145,1733.62,-23.72,3,Furniture,Tables
B-31984,1666.53,-231.3,7,Clothing,Kurti
B-34171,1636.95,-243.88,9,Clothing,Stole
B-26157,1926.89,-159.6,1,Electronics,Printers
B-33948,2736.56,91.96,6,Electronics,Printers
B-35211,504.25,117.58,4,Clothing,Hankerchief
B-28027,2803.5,-574.32,1,Furniture,Bookcases
B-28287,4891.86,1612.92,10,Electronics,Phones
B-29071,993.62,-218.25,6,Furniture,Furnishings
B-33089,3055.36,739.03,2,Clothing,Stole
B-28444,3945.19,964.7,8,Clothing,Saree
B-26582,4640.93,1823.65,9,Furniture,Furnishings
B-26541,1243.45,-37.4,9,Clothing,Skirt
B-33711,561.08,104.07,10,Furniture,Chairs
B-29526,2876.02,778.06,6,Clothing,Leggings
B-25773,4802.3,1663.72,7,Electronics,Phones
B-31996,3088.62,1000.96,1,Furniture,Furnishings
B-33342,1016.32,278.36,6,Furniture,Furnishings
B-28996,3963.91,237.43,7,Furniture,Tables
B-25972,521.24,-93.61,4,Clothing,Skirt
B-26255,875.83,319.28,1,Clothing,T-Shirt
B-32058,1484.95,494.86,1,Furniture,Furnishings
B-34484,2712.84,765.14,10,Clothing,Shirt
B-28474,3972.35,-201.58,4,Clothing,Leggings
B-32668,3321.94,-187.46,3,Furniture,Chairs
B-32894,2533.52,351.51,1,Electronics,Electronic Games
B-27926,4345.55,501.2,6,Clothing,Kurti
B-29683,1536.91,-304.01,7,Electronics,Phones
B-29321,1142.73,-29.8,4,Furniture,Bookcases
B-33622,1109.01,-151.33,7,Clothing,Kurti
B-31360,966.4,361.89,4,Electronics,Phones
B-25906,2107.69,101.35,2,Furniture,Tables
B-26710,3649.93,-758.79,3,Furniture,Chairs
B-30040,3242.35,1080.66,10,Clothing,Trousers
B-32156,359.46,-50.06,3,Clothing,Saree
B-33783,3777.7,450.3,3,Electronics,Accessories
B-35255,3780.87,-1127.45,7,Furniture,Tables
B-29745,4196.14,562.49,9,Electronics,Accessories
B-33654,2873.18,462.09,6,Furniture,Bookcases
B-27192,3542.73,962.12,1,Furniture,Furnishings
B-34128,2554.9,116.81,8,Clothing,Saree
B-29614,4126.64,517.57,6,Clothing,Hankerchief
B-28128,826.01,-132.24,3,Furniture,Furnishings
B-31014,1708.39,108.16,6,Electronics,Phones
B-27920,2608.45,910.56,9,Furniture,Chairs
B-33473,94.07,-15.36,10,Clothing,T-Shirt
B-33268,2719.8,-24.36,2,Clothing,Leggings
B-34235,2268.08,-37.8,3,Clothing,Trousers
B-32874,625.37,0.32,1,Furniture,Chairs
B-26382,683.6,-104.64,5,Electronics,Printers
B-35486,3824.13,-816.95,5,Clothing,Trousers
B-35192,1789.67,312.81,1,Electronics,Phones
B-30258,2462.59,76.74,10,Electronics,Electronic Games
B-26996,1633.42,28.46,2,Electronics,Electronic Games
B-27449,1740.72,-378.38,7,Furniture,Furnishings
B-26167,1382.61,461.02,2,Clothing,Hankerchief
B-33903,3568.84,-439.87,4,Clothing,Skirt
B-33139,1711.55,608.11,8,Electronics,Phones
B-33331,879.01,271.39,6,Electronics,Phones
B-29163,2617.84,659.31,7,Clothing,Trousers
B-27555,2896.82,411.19,10,Electronics,Electronic Games
B-35376,1892.9,-172.34,8,Clothing,Shirt
B-34388,118.98,-27.48,8,Electronics,Electronic Games
B-27790,1572.57,553.5,7,Furniture,Bookcases
B-27872,140.9,-37.87,2,Electronics,Printers
B-27285,2050.54,-57.51,9,Electronics,Printers
B-30378,1014.3,367.74,9,Furniture,Tables
B-30586,601.92,-106.33,6,Clothing,T-Shirt
B-31090,195.17,-33.58,3,Clothing,Hankerchief
B-26334,697.91,73.13,7,Clothing,Saree
B-34927,4325.14,241.34,3,Electronics,Phones
B-35367,4981.06,496.87,9,Electronics,Phones
B-26753,44.55,16.2,3,Furniture,Furnishings
B-25887,1073.91,-19.27,9,Electronics,Accessories
B-27311,2997.18,790.97,1,Clothing,Leggings
B-26691,1588.5,170.1,8,Furniture,Furnishings
B-26503,955.65,-98.83,3,Furniture,Tables
B-27376,474.61,-28.61,5,Furniture,Furnishings
B-31428,816.42,43.45,2,Clothing,Kurti
B-30638,2653.88,601.09,3,Electronics,Printers
B-28035,2206.39,-54.63,5,Furniture,Chairs
B-32771,1210.9,18.46,5,Furniture,Furnishings
B-33974,1811.98,-210.86,4,Furniture,Bookcases
B-28841,660.12,71.54,7,Clothing,T-Shirt
B-32479,69.66,25.44,10,Clothing,Leggings
B-33505,1895.14,-144.12,5,Electronics,Printers
B-28884,2486.84,522.82,10,Furniture,Furnishings
B-34756,3641.49,685.05,8,Electronics,Electronic Games
B-30593,4588.7,691.77,3,Clothing,Saree
B-31843,1340.94,-294.22,7,Clothing,Saree
B-34643,1666.72,-454.04,9,Furniture,Tables
B-30103,1897.58,464.99,6,Clothing,Stole
B-31770,4370.56,1344.62,4,Clothing,Leggings
B-30751,1677.26,481.37,8,Clothing,Stole
B-28303,1504.05,473.71,9,Clothing,Shirt
B-33879,4962.59,1978.55,6,Clothing,Skirt
B-26523,527.0,-62.58,4,Furniture,Furnishings
B-34868,1144.75,28.48,8,Clothing,Shirt
B-31781,1245.3,314.61,1,Furniture,Furnishings
B-34071,4240.01,-70.38,5,Electronics,Phones
B-26015,2555.95,-715.62,10,Furniture,Bookcases
B-25821,4650.92,394.01,2,Furniture,Bookcases
B-30038,1932.41,-203.93,6,Clothing,Kurti
B-33910,3908.57,672.06,8,Furniture,Furnishings
B-28841,4358.51,-197.95,2,Furniture,Furnishings
B-25795,1164.9,112.51,8,Clothing,Hankerchief
B-29973,3898.99,-244.39,6,Electronics,Printers
B-34645,822.83,29.3,2,Furniture,Furnishings
B-34289,1196.96,89.27,6,Clothing,Leggings
B-26904,3688.78,758.49,6,Furniture,Bookcases
B-33115,4891.06,-880.13,6,Furniture,Tables
B-30857,3051.1,781.77,10,Clothing,Skirt
B-27687,4557.66,-1170.32,1,Clothing,Trousers
B-25618,2385.51,743.31,9,Clothing,Hankerchief
B-27016,286.64,-34.45,4,Electronics,Phones
B-32016,3401.42,1272.87,4,Electronics,Phones
B-33026,962.96,-286.78,2,Electronics,Phones
B-31023,1891.5,428.68,2,Clothing,Skirt
B-32407,3304.14,-741.81,2,Electronics,Phones
B-31627,1685.36,-150.82,9,Furniture,Chairs
B-29354,3036.84,1139.88,4,Furniture,Chairs
B-31202,871.07,-155.9,5,Furniture,Chairs
B-28932,1015.5,375.93,10,Clothing,Leggings
B-28433,1762.07,270.4,5,Furniture,Bookcases
B-34202,2234.15,532.38,5,Furniture,Furnishings
B-27449,3311.3,-420.73,7,Electronics,Phones
B-29931,237.48,11.4,9,Furniture,Tables
B-30545,615.34,-132.36,9,Clothing,Skirt
B-33639,1381.82,9.24,7,Furniture,Chairs
B-27435,1154.17,75.09,7,Electronics,Phones
B-27299,320.63,-14.02,10,Clothing,Leggings
B-34982,3068.43,998.83,7,Furniture,Tables
B-30921,3373.82,-462.04,4,Furniture,Chairs
B-32909,4025.92,-798.55,4,Furniture,Tables
B-33499,1164.1,-54.36,8,Electronics,Electronic Games
B-29388,3408.42,-582.51,10,Furniture,Bookcases
B-28717,2100.37,-0.67,4,Clothing,Saree
B-35120,2158.13,235.59,9,Electronics,Accessories
